Suburb,Rooms,Type,Price,Method,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,Lattitude,Longtitude
Cheltenham,3,h,877000,S,3192,3,1,2,533,135,1965,-37.96257,145.08252
Cheltenham,3,h,900000,S,3192,3,1,2,537,120,1965,-37.96388,145.07807
Clayton,3,u,780000,SP,3168,3,2,1,318,103,2000,-37.91712,145.13625
Coburg,4,h,1020000,PI,3058,4,2,2,441,255,2002,-37.73572,144.97256
Coburg,2,h,996000,S,3058,2,1,1,476,97,1930,-37.73883,144.95321
Collingwood,2,h,1095000,SP,3066,2,1,0,151,88,1900,-37.79853,144.99256
Craigieburn,4,h,492000,S,3064,4,2,2,479,166,2009,-37.57005,144.91909
Craigieburn,3,h,425000,S,3064,3,2,2,263,165,2008,-37.57307,144.92513
Croydon,4,h,860000,VB,3136,4,3,2,907,170,1970,-37.79636,145.29351
Dingley Village,3,h,801000,SP,3172,3,2,1,526,189,1980,-37.98217,145.14061
Dingley Village,5,h,955000,S,3172,5,3,2,619,153,1975,-37.97545,145.12054
Eltham North,3,h,967500,S,3095,3,1,2,768,122,1985,-37.69031,145.14557
Eltham North,4,h,890000,PI,3095,4,2,2,786,206,1980,-37.70257,145.14995
Elwood,3,h,1800000,VB,3184,3,2,2,188,185,2010,-37.87818,144.98532
Essendon,2,u,410000,VB,3040,2,1,1,0,67,1965,-37.75122,144.91805
Essendon,3,u,930000,S,3040,3,2,1,223,146,2002,-37.74566,144.89346
Fawkner,3,h,650000,VB,3060,3,1,4,616,94,1960,-37.71245,144.97059
Fitzroy,2,u,700000,VB,3065,2,1,1,470,65,2007,-37.79723,144.97686
Frankston,3,h,570000,S,3199,3,1,2,537,118.54,1960,-38.14264,145.14684
Glenroy,3,h,512000,S,3046,3,1,2,197,96,2003,-37.70489,144.91033
Greensborough,3,h,895000,S,3088,3,2,2,1036,132,1954,-37.69538,145.11543
Greensborough,5,h,880000,VB,3088,4,3,2,789,290,1980,-37.69817,145.12852
Greensborough,4,h,925000,SP,3088,4,2,2,1070,190,1980,-37.69999,145.1279
Greenvale,4,h,715000,S,3059,4,2,2,680,230,2011,-37.61236,144.90753
Greenvale,4,h,840500,S,3059,4,2,2,494,298.21,2014,-37.61424,144.88705
Hampton,2,t,1285000,S,3188,2,1,1,348,100,1992,-37.93557,145.00463
Hampton,2,u,685000,SP,3188,2,1,0,0,81,2007,-37.9392,145.00095
Hampton East,3,u,957000,S,3188,3,2,2,254,113,1994,-37.94313,145.03501
Hawthorn,3,h,2370000,S,3122,3,2,1,362,188,1890,-37.82866,145.04259
Hawthorn,2,h,1682000,S,3122,2,1,1,264,97,1910,-37.8285,145.04022
Hillside,3,h,660000,S,3037,3,2,2,666,193,2002,-37.68381,144.73331
Ivanhoe,3,t,975000,SP,3079,3,2,1,103,120,1997,-37.76676,145.04333
Keilor Downs,4,h,670000,S,3038,4,2,2,713,164,1982,-37.72305,144.81074
Lalor,3,h,560000,S,3075,3,1,1,364,165,1985,-37.67122,145.01487
Lalor,2,h,511500,SP,3075,2,1,2,416,93,1960,-37.67096,145.02445
Malvern East,4,h,3600000,S,3145,4,3,2,552,355,2015,-37.87421,145.04958
Maribyrnong,3,t,815000,S,3032,3,2,2,198,130,1990,-37.78667,144.88834
Meadow Heights,3,h,467000,S,3048,3,1,1,565,98,1975,-37.65702,144.92447
Melton,4,h,405000,S,3337,4,2,2,590,163,1970,-37.67815,144.58355
Mill Park,2,h,428000,S,3082,2,1,1,389,104,2005,-37.65623,145.07431
Mill Park,4,h,722500,S,3082,4,2,2,643,169.5,2001,-37.65959,145.08302
Mill Park,2,h,421000,S,3082,2,1,1,257,83,1985,-37.65636,145.03997
Moonee Ponds,1,u,286000,PI,3039,1,1,1,114,42.2,1970,-37.76911,144.92472
Mordialloc,4,h,920000,S,3195,4,2,2,413,170,1975,-37.99906,145.09386
Mount Evelyn,3,h,620000,VB,3796,3,1,4,2385,127,1930,-37.79977,145.37222
Mount Waverley,3,h,1200000,VB,3149,3,1,4,807,117,1196,-37.86788,145.12121
Mulgrave,3,h,865000,S,3170,3,1,2,739,126,1965,-37.92769,145.16792
Murrumbeena,4,h,1920000,S,3163,4,1,2,718,181,1920,-37.8888,145.07271
Newport,3,h,1230000,S,3015,3,1,1,396,123,1900,-37.8363,144.87588
Newport,3,h,1220000,SP,3015,3,1,2,492,103,1940,-37.83529,144.87893
Noble Park,3,h,660000,S,3174,3,1,2,550,112,1960,-37.98298,145.17932
North Melbourne,2,u,570000,VB,3051,2,2,1,1223,81,2011,-37.8006,144.95419
North Warrandyte,5,h,1550000,VB,3113,5,3,4,4221,321,1980,-37.73371,145.24045
Nunawading,4,h,1075000,PI,3131,4,2,2,697,216,1970,-37.80864,145.17161
Oak Park,4,h,1071888,SP,3046,4,2,4,553,190,2001,-37.71328,144.90585
Oak Park,2,t,560000,SP,3046,2,1,1,132,73,2014,-37.72048,144.91323
Oakleigh,5,h,1750000,S,3166,5,2,2,546,313,1935,-37.90465,145.08894
Oakleigh East,3,h,1210000,S,3166,3,1,2,700,115,1960,-37.9125,145.11844
Parkdale,4,h,1300000,SP,3195,4,2,2,597,150,1970,-37.99232,145.08469
Pascoe Vale,2,h,740000,S,3044,2,1,1,487,88,1940,-37.71949,144.94283
Port Melbourne,3,u,800000,S,3207,3,1,2,0,80,2008,-37.84426,144.94415
Prahran,2,u,1020000,S,3181,2,1,1,0,102,1920,-37.85931,145.00616
Prahran,2,u,660000,S,3181,2,2,1,0,76,1970,-37.85184,145.01049
Preston,3,h,1242000,S,3072,3,2,3,468,135.5,1940,-37.75335,145.01642
Preston,5,h,1350000,S,3072,5,3,4,525,266.76,2014,-37.75017,145.01204
Preston,3,h,1020000,VB,3072,3,3,2,158,159,2008,-37.75026,144.98428
Reservoir,5,h,912000,S,3073,5,3,4,890,203,1960,-37.70295,145.00277
Reservoir,3,h,685000,S,3073,3,1,3,494,102,1960,-37.71477,144.98235
Reservoir,1,u,270000,PI,3073,1,1,1,0,60,1980,-37.71408,145.00441
Richmond,2,u,890500,SP,3121,2,2,2,180,123,1940,-37.81443,144.99079
Riddells Creek,4,h,817000,S,3431,4,2,4,1459,272.4,2011,-37.45709,144.68999
Ringwood North,3,h,750000,S,3134,3,1,1,446,114,1955,-37.7987,145.23032
Rowville,4,h,860000,S,3178,4,2,0,725,196,1985,-37.9088,145.26319
Sandhurst,4,h,645000,SP,3977,4,2,2,448,187,2010,-38.0817,145.19654
Sandringham,4,h,1770000,S,3191,4,2,2,463,233,1998,-37.95877,145.02701
Seddon,3,h,1085000,S,3011,3,1,1,297,211,1920,-37.80828,144.8856
Sunshine West,4,h,780000,S,3020,4,2,2,696,199,1999,-37.78647,144.81319
Surrey Hills,5,h,2000000,VB,3127,5,3,2,735,286,1945,-37.83583,145.10664
Templestowe,4,h,1450000,PI,3106,4,2,2,883,300,2005,-37.76255,145.16233
Templestowe,4,h,1860000,PI,3106,4,3,3,682,315,1995,-37.7572,145.15456
Thomastown,3,h,651000,S,3074,3,1,2,555,135,1970,-37.68211,145.03204
Thornbury,3,h,1250000,PI,3071,3,1,2,695,133,1960,-37.75506,145.01841
Vermont,4,h,1235000,SP,3133,4,2,4,624,161,1960,-37.83344,145.19063
Vermont South,4,h,1290000,S,3133,4,2,2,407,300,2003,-37.85028,145.18787
Wantirna South,6,h,1180000,S,3152,6,2,2,453,305,2001,-37.87309,145.23078
Windsor,2,h,957500,S,3181,2,1,1,136,58,1892,-37.85542,144.99571
Windsor,3,h,2080000,PI,3181,3,2,2,754,177.8,1905,-37.85679,145.00089
Yallambie,3,h,852000,S,3085,3,2,2,629,139.4,1990,-37.73058,145.08705
Abbotsford,2,u,505000,PI,3067,2,1,1,0,38,1970,-37.80206,145.00015
Abbotsford,3,h,1402500,S,3067,3,1,1,270,101,1960,-37.8023,144.99615
Aberfeldie,5,h,2905000,S,3040,5,3,2,557,364,2010,-37.76181,144.89327
Airport West,2,h,650000,S,3042,2,1,3,374,96,1950,-37.71811,144.87693
Airport West,3,t,856000,S,3042,3,2,1,300,212,2011,-37.71917,144.87819
Albert Park,3,h,1505000,S,3206,3,1,1,149,109,1890,-37.84587,144.94828
Albion,3,u,600000,SA,3020,3,2,2,247,127,2013,-37.77976,144.81559
Altona,3,h,1005000,S,3018,3,1,4,575,112,1960,-37.86715,144.80612
Armadale,2,u,410000,VB,3143,2,1,0,1097,63,1967,-37.85549,145.0163
Ascot Vale,3,h,1530000,S,3032,3,2,1,257,162,1915,-37.77727,144.92655
Ascot Vale,3,h,1082000,S,3032,3,2,2,254,120,2000,-37.77549,144.90865
Balwyn,2,u,725000,VB,3103,2,1,1,136,76,1975,-37.80626,145.08776
Balwyn,2,u,602000,S,3103,2,1,1,1129,72,1960,-37.81623,145.0841
Balwyn,2,u,830000,S,3103,2,2,1,0,101.76,2007,-37.81192,145.07506
Balwyn North,3,h,1300000,VB,3104,3,2,2,975,147,1985,-37.79673,145.06853
Balwyn North,5,h,1940000,S,3104,5,2,1,629,140,1940,-37.79238,145.07841
Balwyn North,3,h,1590000,S,3104,3,1,1,697,128,1955,-37.78483,145.07477
Bayswater,4,h,705000,PI,3153,4,2,4,765,141,1975,-37.854,145.2565
Beaumaris,4,h,2200000,S,3193,4,3,2,704,318,2014,-37.99035,145.03839
Bentleigh,2,u,420000,SP,3204,2,1,1,0,68,1970,-37.9336,145.04509
Bentleigh,4,h,1479000,S,3204,4,2,2,603,148,1920,-37.91655,145.02448
Bentleigh East,4,h,1655000,S,3165,4,2,5,612,363,2003,-37.9143,145.06582
Bentleigh East,3,h,1430000,S,3165,3,2,2,614,197,1950,-37.91068,145.06802
Berwick,4,h,667000,S,3806,4,2,2,792,180,1977,-38.03296,145.33439
Black Rock,3,u,1080000,S,3193,3,2,2,328,144,1980,-37.97359,145.0214
Brighton East,3,h,1750800,S,3187,3,4,2,424,201,2012,-37.92988,145.01085
Brighton East,4,h,1605000,S,3187,4,1,2,606,163,1948,-37.91684,145.01727
Brighton East,2,h,1035000,SP,3187,2,1,1,542,65,1985,-37.91704,145.01846
Broadmeadows,3,h,505000,SP,3047,3,1,1,546,109,2000,-37.67411,144.94677
Brooklyn,3,t,663000,S,3012,3,2,2,244,129,2010,-37.82017,144.84904
Brunswick,2,h,860000,PI,3056,2,1,1,245,106,1890,-37.77111,144.96427
Brunswick,5,h,2545000,S,3056,5,3,4,957,320,1995,-37.77501,144.95117
Brunswick,3,h,1405000,SP,3056,3,2,2,401,167,1920,-37.76491,144.95253
Brunswick,2,u,460000,VB,3056,2,1,1,69,52,1970,-37.75867,144.95679
Brunswick East,4,h,1210000,S,3057,4,2,2,425,140,1920,-37.76262,144.97733
Brunswick West,2,u,460000,S,3055,2,1,1,54,60,1970,-37.75948,144.94758
Brunswick West,5,h,1075000,S,3055,5,1,1,441,202,1940,-37.77242,144.94458
Bundoora,4,h,880000,PI,3083,4,2,2,520,261,2004,-37.68155,145.04945
Burnley,3,h,1837500,S,3121,3,2,1,93,164,2014,-37.82921,145.00826
Burnside Heights,3,h,593000,S,3023,4,2,2,480,195,2007,-37.73321,144.75752
Burwood,7,h,1642000,S,3125,7,4,2,765,146,1950,-37.85103,145.11232
Burwood East,3,t,780000,PI,3151,3,2,2,306,138,1999,-37.85473,145.1521
Camberwell,3,h,1290000,VB,3124,3,2,2,321,195.0964,1997,-37.84627,145.08366
Canterbury,3,h,1930000,S,3126,3,2,1,359,119,1910,-37.8279,145.07403
Canterbury,4,h,2408000,S,3126,4,2,2,654,221,1945,-37.83208,145.07533
Canterbury,4,h,4750000,S,3126,4,3,2,967,470,1996,-37.81792,145.06244
Carnegie,3,u,1042000,S,3163,3,2,2,0,122,2008,-37.89622,145.06032
Carnegie,3,h,1450000,VB,3163,3,2,2,621,167,1940,-37.90262,145.05709
Carrum Downs,4,h,525000,S,3201,4,2,2,550,172,2010,-38.08981,145.17353
Caulfield North,2,h,1417500,S,3161,2,1,2,307,103,1900,-37.86906,145.01986
Chadstone,2,h,510000,PI,3148,2,1,2,897,66,1970,-37.88321,145.09594
Cheltenham,2,u,601000,S,3192,2,1,1,1078,94,1972,-37.95745,145.07219
Cheltenham,3,h,1145000,S,3192,3,1,2,584,112,1950,-37.96911,145.07271
Chirnside Park,4,h,911982,SP,3116,4,2,3,734,222,1996,-37.76032,145.30299
Clayton,4,h,1040000,S,3168,4,2,2,735,130,1970,-37.92374,145.13222
Clifton Hill,3,h,1460000,S,3068,3,1,0,192,85,1900,-37.78992,144.99845
Coburg North,3,h,865000,S,3058,3,2,2,677,110,1960,-37.72361,144.9837
Collingwood,2,h,1135000,S,3066,2,1,0,144,80,1880,-37.80298,144.98894
Collingwood,2,h,900000,VB,3066,2,1,0,139,78,1890,-37.79812,144.98873
Craigieburn,3,h,499000,S,3064,3,2,0,598,158,1990,-37.5993,144.93867
Craigieburn,6,h,506000,S,3064,6,2,2,655,202,1997,-37.59052,144.93066
Craigieburn,3,h,430000,S,3064,3,2,1,280,127,2010,-37.57056,144.91751
Craigieburn,3,t,420000,S,3064,3,2,2,219,175,2010,-37.57243,144.92663
Cremorne,2,u,570000,S,3121,2,2,1,0,75,2007,-37.83011,144.99044
Croydon,3,h,637000,S,3136,3,1,2,455,156,1960,-37.79318,145.25811
Croydon Hills,4,h,905000,S,3136,4,2,2,731,178,1985,-37.78021,145.26367
Croydon North,4,h,835000,SP,3136,4,1,2,1717,153,1950,-37.77595,145.28383
Derrimut,4,h,610000,S,3030,4,2,2,528,210,2010,-37.78774,144.76019
Dingley Village,4,h,1255000,S,3172,4,2,3,624,277,2004,-37.97533,145.12278
Doncaster East,3,u,871000,S,3109,3,2,2,195,142,2010,-37.79979,145.15665
Doncaster East,3,h,1451000,S,3109,3,2,2,695,130.52,1960,-37.78541,145.15493
Doncaster East,3,h,1385000,S,3109,3,2,3,654,149,1966,-37.78496,145.14659
Doncaster East,3,h,1360000,S,3109,3,2,2,402,200,2007,-37.79408,145.16352
Edithvale,6,h,1850000,S,3196,6,4,4,840,547,2011,-38.03548,145.11763
Edithvale,2,u,612500,S,3196,2,1,2,421,88,1975,-38.03093,145.11618
Eltham,6,h,855000,S,3095,6,3,3,804,214,1980,-37.70872,145.16102
Eltham,3,h,855000,S,3095,3,1,1,654,104,1985,-37.73209,145.13845
Eltham North,4,h,895000,SP,3095,4,3,2,792,233,1995,-37.68966,145.14649
Elwood,2,u,902000,S,3184,2,1,0,702,86,1940,-37.87944,144.99375
Elwood,2,h,1410000,S,3184,2,1,1,249,117,1930,-37.87964,144.9856
Elwood,3,t,1360000,S,3184,3,2,2,797,175,1997,-37.8867,144.99141
Epping,3,h,500000,S,3076,3,2,2,553,117,1975,-37.64463,145.04155
Epping,3,h,573000,S,3076,3,2,2,637,125,1990,-37.64097,145.05757
Epping,3,h,465000,S,3076,3,2,1,606,111.04,2005,-37.62858,145.03735
Epping,4,h,545000,PI,3076,4,2,2,635,157,1985,-37.64051,145.05743
Essendon,2,h,1980000,S,3040,2,1,6,856,105,1950,-37.74022,144.89557
Essendon,3,t,830000,VB,3040,3,2,1,176,134,2011,-37.74936,144.89669
Essendon,3,h,886000,S,3040,3,2,1,173,107,2007,-37.75382,144.89167
Essendon North,2,u,445000,PI,3041,2,1,1,92,63.4,1970,-37.7388,144.89984
Essendon West,3,h,1050000,VB,3040,3,3,1,846,187,1940,-37.75228,144.88429
Fawkner,4,h,800000,S,3060,4,2,4,625,140,1960,-37.71112,144.97357
Fawkner,2,h,786000,S,3060,2,1,4,687,94,1960,-37.71833,144.96935
Ferntree Gully,2,u,617000,S,3156,2,2,1,306,120,2011,-37.87275,145.26325
Flemington,2,h,990000,S,3031,2,1,1,180,82,1900,-37.7839,144.92727
Footscray,2,t,455000,S,3011,2,1,1,43,86,2010,-37.78822,144.88361
Forest Hill,2,h,680000,SP,3131,2,1,1,189,73,2001,-37.83283,145.17533
Gladstone Park,3,h,755000,S,3043,3,1,1,935,130,1975,-37.69744,144.89073
Glen Iris,2,u,762000,S,3146,2,1,1,730,93,1875,-37.85563,145.04369
Glen Iris,3,t,1501000,S,3146,3,2,2,313,160,1995,-37.85385,145.06473
Glen Waverley,4,h,1100000,S,3150,4,2,2,726,101,1961,-37.89814,145.14457
Glen Waverley,3,u,1135000,S,3150,3,2,2,328,152,1980,-37.86931,145.15081
Glenroy,3,h,865000,S,3046,3,1,1,746,152,1960,-37.71051,144.90925
Glenroy,1,u,362500,SP,3046,1,1,1,124,75,1980,-37.70917,144.92291
Glenroy,3,h,922000,S,3046,3,1,1,584,153,1960,-37.71016,144.9215
Glenroy,3,h,963500,S,3046,3,2,6,697,174,1960,-37.69647,144.9113
Greensborough,3,h,740000,S,3088,3,1,3,580,142,1962,-37.71536,145.10205
Greenvale,4,h,730000,S,3059,4,2,1,633,270,2004,-37.63958,144.90267
Greenvale,3,h,770000,S,3059,3,2,2,711,154,1985,-37.64297,144.88796
Hampton,4,h,2550000,SP,3188,4,2,2,726,200,1925,-37.93167,145.00134
Hawthorn,4,h,2800000,PI,3122,4,2,2,750,192,1910,-37.81557,145.04281
Hawthorn,3,h,1702000,SP,3122,3,1,2,290,110,1900,-37.81767,145.04041
Hawthorn,4,h,3399000,S,3122,4,2,2,446,274,2002,-37.82785,145.03816
Hawthorn East,2,u,802500,S,3123,2,1,2,966,87,1970,-37.82524,145.05568
Hawthorn East,1,u,441000,S,3123,1,1,0,0,50,1960,-37.8327,145.05428
Hawthorn East,2,u,500000,S,3123,2,1,1,1324,72,1970,-37.83012,145.04751
Heidelberg,2,t,738000,S,3084,2,1,2,154,107,1985,-37.75343,145.06328
Heidelberg Heights,3,h,800000,S,3081,3,1,0,583,92.5,1945,-37.73752,145.05228
Heidelberg Heights,2,t,680000,S,3081,2,1,1,129,106,2013,-37.74931,145.05505
Heidelberg West,3,h,605000,S,3081,3,1,2,377,115.96,1960,-37.73712,145.0369
Heidelberg West,3,h,580000,S,3081,3,1,2,429,109,1950,-37.73704,145.03697
Highett,3,h,1600000,S,3190,3,2,3,598,137,1960,-37.95357,145.02651
Hillside,4,h,677000,S,3037,4,2,2,661,196,1999,-37.69655,144.75538
Hillside,4,h,737500,S,3037,4,2,2,704,230,2004,-37.68175,144.74087
Hoppers Crossing,3,h,520000,SP,3029,3,2,2,530,169,1999,-37.86713,144.71086
Hoppers Crossing,3,h,505000,S,3029,3,1,1,663,142,1995,-37.86658,144.71221
Hoppers Crossing,4,h,680000,VB,3029,4,2,3,800,158,1990,-37.87051,144.7141
Hoppers Crossing,3,h,442500,S,3029,3,1,2,537,121.84,1980,-37.87016,144.70606
Hughesdale,3,u,1203500,S,3166,3,2,2,311,127,2000,-37.89829,145.08141
Ivanhoe,3,h,1475000,S,3079,3,1,2,424,114,1950,-37.76353,145.02941
Ivanhoe East,3,h,1640000,S,3079,3,1,2,617,158,1930,-37.77212,145.05813
Jacana,3,h,590500,S,3047,3,1,1,708,90,1960,-37.68825,144.91484
Keilor,3,h,895000,S,3036,3,1,1,589,157,1965,-37.7143,144.8315
Kensington,1,u,400000,SP,3031,1,1,1,0,56,2008,-37.79741,144.92614
Kew,2,t,825000,S,3101,2,1,3,193,107,1995,-37.79438,145.03369
Kew East,4,h,2258000,S,3102,4,1,2,836,173,1910,-37.79702,145.05352
Keysborough,4,h,1250000,S,3173,4,2,2,560,305,2005,-38.00512,145.14935
Kings Park,5,h,520000,SP,3021,5,2,3,545,171,1972,-37.7323,144.77861
Knoxfield,4,h,1218000,S,3180,4,2,2,900,281,1994,-37.87695,145.2547
Lalor,3,h,600000,S,3075,3,2,2,534,121,1980,-37.67323,145.03976
Lalor,3,h,487000,S,3075,3,1,1,533,160,1970,-37.67605,145.03956
Lalor,3,h,572000,S,3075,3,1,2,640,140,1975,-37.6591,145.00549
Lower Plenty,2,u,650000,PI,3093,2,2,2,248,120,1995,-37.72473,145.11657
Malvern,3,h,1700000,PI,3144,3,2,0,312,141,1920,-37.86162,145.03065
Malvern East,3,t,1060000,S,3145,3,1,1,206,110,1980,-37.87107,145.04991
Maribyrnong,2,u,530000,S,3032,2,1,1,81,88,1980,-37.77323,144.89268
Maribyrnong,2,u,450000,SP,3032,2,1,1,0,93,1940,-37.77296,144.88057
Maribyrnong,2,u,353000,S,3032,2,1,1,4977,79,2000,-37.77367,144.88161
Melbourne,2,u,720000,S,3000,2,1,1,0,86,1976,-37.81267,144.96273
Melton,3,h,295000,SP,3337,3,1,4,600,122.86,1975,-37.68734,144.58001
Melton South,4,h,347500,S,3338,4,2,1,587,149,1990,-37.69392,144.57468
Melton West,3,h,410000,S,3337,3,2,2,740,119,1985,-37.68052,144.55106
Mentone,5,h,1485000,S,3194,5,2,2,720,174,1975,-37.98439,145.06812
Middle Park,3,h,1750000,VB,3206,3,2,0,138,155,1885,-37.84962,144.95856
Mitcham,2,u,695000,S,3132,2,1,1,300,90,2011,-37.80574,145.18832
Mitcham,2,h,655000,S,3132,2,1,4,446,82,1975,-37.81906,145.21253
Mitcham,3,u,775000,SP,3132,3,1,2,208,110,1975,-37.8135,145.19972
Mitcham,3,u,820000,VB,3132,3,1,2,439,110,1960,-37.82596,145.1872
Montmorency,3,h,900000,S,3094,3,1,1,575,138,1980,-37.72089,145.11987
Montmorency,3,h,806000,S,3094,3,1,0,396,108,1955,-37.71665,145.11682
Montmorency,4,h,980000,S,3094,4,3,2,701,300,1993,-37.71871,145.13559
Murrumbeena,4,h,1540000,S,3163,4,2,2,589,199,1920,-37.90017,145.06435
Murrumbeena,1,t,470000,S,3163,1,1,1,0,76,2000,-37.89018,145.06865
Noble Park,3,h,730000,S,3174,3,1,4,695,130,1963,-37.96015,145.16618
Noble Park,3,h,676000,SP,3174,3,1,1,587,114.2,1960,-37.96968,145.16832
Noble Park,4,h,805000,S,3174,4,2,4,702,140,1980,-37.97412,145.18022
North Melbourne,2,h,1126000,SP,3051,2,1,0,114,65,1910,-37.80248,144.94846
North Melbourne,2,u,799000,S,3051,2,1,1,0,73,1900,-37.79999,144.94961
North Melbourne,3,h,1285000,PI,3051,3,1,1,170,147,1990,-37.79074,144.94324
Northcote,3,h,1512000,S,3070,3,1,0,326,125,1905,-37.77664,144.99902
Nunawading,3,u,777000,S,3131,3,2,2,239,113,2014,-37.81359,145.17574
Oakleigh East,4,t,912000,S,3166,4,2,2,344,146,1997,-37.90822,145.12036
Ormond,4,h,1565000,PI,3204,4,3,2,719,154,1920,-37.90087,145.03959
Parkdale,2,h,1270000,S,3195,2,1,4,772,120,1940,-37.99482,145.08459
Parkdale,4,h,1137500,SP,3195,4,2,4,641,180,1980,-37.98464,145.08185
Parkdale,3,h,1415000,SP,3195,3,1,2,545,145,1950,-37.99827,145.07497
Pascoe Vale,3,h,876000,S,3044,3,1,2,525,146,1960,-37.72803,144.94624
Pascoe Vale,3,u,736000,S,3044,3,1,0,278,116,1950,-37.71798,144.93965
Pascoe Vale,2,h,478000,S,3044,2,1,1,0,73,1960,-37.72436,144.94855
Port Melbourne,2,h,1335000,S,3207,2,1,0,181,105,1880,-37.83661,144.93359
Prahran,2,u,740000,S,3181,2,1,1,0,100,1940,-37.85931,145.00616
Prahran,2,u,698000,S,3181,2,1,1,0,85,1900,-37.85163,144.9943
Prahran,2,h,780000,VB,3181,2,1,0,117,48,1900,-37.84998,144.99499
Preston,3,h,920000,PI,3072,3,1,2,693,93,1950,-37.74528,145.01987
Preston,3,h,1115000,S,3072,3,1,2,680,129,1960,-37.74244,145.02006
Preston,3,h,1171000,S,3072,3,1,2,483,186,1930,-37.73261,144.99535
Preston,5,h,1060000,SP,3072,5,2,2,559,192,1940,-37.73645,144.98715
Preston,2,h,617500,S,3072,2,1,3,155,81,1985,-37.75308,145.01464
Reservoir,2,t,575000,S,3073,2,2,1,151,102,2015,-37.70426,145.01204
Reservoir,3,h,635000,SP,3073,3,2,2,289,147,2009,-37.70798,145.02101
Reservoir,3,h,860000,S,3073,3,1,2,627,136,1950,-37.72216,144.99381
Richmond,2,u,615000,PI,3121,2,2,1,14196,86,2005,-37.81894,145.01314
Richmond,1,u,314000,SP,3121,1,1,1,0,37,1970,-37.81256,144.99347
Richmond,2,h,1341000,S,3121,2,1,0,135,87,1890,-37.82241,145.00235
Ringwood East,2,u,609000,S,3135,2,1,2,190,70,1970,-37.80551,145.24589
Rosanna,3,h,1100000,PI,3084,3,2,2,468,212,1985,-37.74088,145.06285
Sandringham,2,u,760000,S,3191,2,1,1,0,82,1970,-37.95142,145.01977
Seaford,4,h,795000,S,3198,4,2,2,631,158,1960,-38.08814,145.12598
Seddon,2,h,830000,VB,3011,2,1,1,152,91,1910,-37.80697,144.8928
Seddon,2,h,940000,S,3011,2,1,0,207,94,1910,-37.8071,144.88912
South Yarra,4,h,2920000,S,3141,4,2,2,564,254,1920,-37.84405,145.0016
South Yarra,1,u,400000,VB,3141,1,1,1,0,43,1950,-37.83678,145.00137
Southbank,2,u,600000,VB,3006,2,1,1,3634,80,1993,-37.8281,144.96627
St Helena,5,h,1387000,S,3088,5,3,3,1348,370,2005,-37.68508,145.1395
St Kilda,1,u,480000,PI,3182,1,1,1,0,64,1930,-37.86305,144.9911
Sunbury,4,h,535000,SP,3429,4,2,2,808,155,1970,-37.58089,144.72183
Sunshine,3,h,1070000,S,3020,3,2,2,573,198,1940,-37.79127,144.83713
Sunshine North,6,h,750000,SP,3020,6,2,4,588,113,1955,-37.77049,144.83167
Sunshine North,3,h,632000,S,3020,3,1,1,471,121,1950,-37.76951,144.83309
Surrey Hills,5,h,2505000,S,3127,5,2,0,739,266.53,1927,-37.81708,145.09566
Surrey Hills,3,h,1785000,S,3127,3,1,1,516,120,1910,-37.82372,145.09085
Templestowe Lower,4,h,1375000,VB,3107,4,2,1,662,240,1950,-37.75763,145.09974
Thomastown,3,h,740000,S,3074,3,1,2,727,109,1952,-37.67873,145.01878
Thornbury,2,u,745000,S,3071,2,1,1,120,70,1975,-37.75668,145.00929
Thornbury,3,h,1225000,SP,3071,3,1,0,275,90,1920,-37.76126,145.00247
Truganina,3,u,390000,SP,3029,3,2,1,289,138,2008,-37.84169,144.72333
Tullamarine,3,h,695000,S,3043,3,1,2,676,121,1980,-37.69636,144.88265
Viewbank,3,h,870000,S,3084,3,2,2,291,151,2000,-37.73253,145.0873
Watsonia North,4,h,710000,S,3087,4,1,3,541,145,1960,-37.69778,145.08516
Werribee,3,h,570000,S,3030,3,1,2,660,113,1960,-37.90908,144.65774
West Footscray,3,u,597000,SP,3012,3,1,1,126,120,1995,-37.80962,144.86877
West Melbourne,2,u,660000,PI,3003,2,1,1,0,91,1993,-37.80848,144.9437
Williamstown,2,u,880000,S,3016,2,1,2,169,78.54,2000,-37.86682,144.90003
Williamstown North,3,h,862000,SP,3016,3,1,1,353,85.35,1940,-37.85432,144.88214
Wollert,4,h,595000,S,3750,4,2,2,448,370,2012,-37.61337,145.03606
Yarraville,2,u,709500,SP,3013,2,1,1,80,80,1970,-37.81133,144.89553
Airport West,3,u,670000,S,3042,3,1,2,169,153,2000,-37.72752,144.88358
Avondale Heights,3,h,720000,PI,3034,3,1,1,582,110,1965,-37.76063,144.8603
Avondale Heights,3,h,1107500,S,3034,3,3,1,668,190,2014,-37.75962,144.86675
Bayswater,2,u,520000,S,3153,2,1,1,158,69,1975,-37.845,145.25624
Bentleigh,2,u,380000,PI,3204,2,1,1,1,62,2011,-37.9332,145.03794
Berwick,4,h,920000,S,3806,4,5,2,638,352,2014,-38.0683,145.33833
Berwick,4,h,950000,SA,3806,4,4,2,603,391,2007,-38.06788,145.33967
Blackburn,2,u,485000,S,3130,2,1,1,0,55,1960,-37.82945,145.15697
Blackburn South,3,h,1291000,S,3130,3,2,2,548,127,1970,-37.84453,145.14446
